DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Grèce,2024,16.0,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2013,17.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2014,18.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2015,18.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2016,18.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2017,18.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2018,19.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2019,20.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2020,20.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2021,20.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2022,20.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2023,20.5,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Espagne,2024,20.3,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2013,19.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2014,19.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2015,20.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2016,20.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2017,20.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2018,20.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2019,22.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2020,21.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2021,21.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2022,22.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2023,22.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Union européenne - 27 pays (à partir de 2020),2024,21.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2013,22.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2014,21.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2015,21.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2016,23.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2017,23.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2018,24.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2019,24.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2020,24.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2021,24.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2022,24.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2023,23.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Finlande,2024,22.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2013,21.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2014,21.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2015,20.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2016,20.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2017,21.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2018,21.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2019,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2020,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2021,23.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2022,23.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2023,22.8,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),France,2024,22.1,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2013,19.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2014,18.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2015,19.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2016,19.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2017,19.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2018,20.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2019,21.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2020,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2021,20.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2022,21.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2023,24.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Croatie,2024,25.2,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2013,20.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2014,22.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2015,22.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2016,19.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2017,22.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2018,24.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2019,27.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2020,26.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2021,27.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2022,27.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2023,25.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Hongrie,2024,23.1,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2013,18.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2014,20.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2015,24.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2016,34.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2017,32.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2018,27.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2019,53.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2020,41.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2021,22.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2022,21.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2023,24.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Irlande,2024,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2013,15.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2014,17.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2015,19.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2016,20.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2017,21.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2018,21.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2019,20.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2020,21.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2021,22.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2022,23.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2023,24.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Islande,2024,26.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2013,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2014,16.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2015,17.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2016,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2017,17.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2018,18.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2019,18.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2020,18.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2021,20.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2022,21.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2023,22.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Italie,2024,22.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2013,18.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2014,19.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2015,19.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2016,19.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2017,20.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2018,20.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2019,21.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2020,21.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2021,22.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2022,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2023,23.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lituanie,2024,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2013,18.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2014,19.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2015,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2016,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2017,17.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2018,16.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2019,18.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2020,17.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2021,18.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2022,16.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2023,16.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Luxembourg,2024,15.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2013,25.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2014,23.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2015,22.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2016,20.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2017,21.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2018,22.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2019,22.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2020,23.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2021,22.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2022,23.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2023,24.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Lettonie,2024,22.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2013,20.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2014,19.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2015,20.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2016,24.9,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2017,27.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2018,29.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2019,27.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2020,28.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2021,22.2,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2022,21.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2023,20.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Monténégro,2024,21.1,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2013,23.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2014,23.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2015,23.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2016,24.4,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2017,22.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2018,20.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2019,21.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2020,21.6,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2021,23.5,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2022,24.0,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2023,24.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Macédoine du Nord,2024,23.5,p,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Malte,2013,17.3,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Malte,2014,16.8,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Malte,2015,23.7,,
ESTAT:TEC00011(1.0),08/01/26 23:00:00,Annuel,Formation brute de capital fixe,Pourcentage du produit intérieur brut (PIB),Malte,2016,21.3,,
