DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2000,22930,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2001,23700,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2002,23970,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2003,24220,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2004,24590,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2005,25000,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2006,25600,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2007,25990,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2008,25760,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2009,24590,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2010,24510,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2011,24260,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2012,23560,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2013,23310,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2014,23730,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2015,24720,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2016,25420,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2017,26110,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2018,26620,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2019,26930,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2020,23850,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2021,25440,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2022,26820,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2023,27150,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Espagne,2024,27800,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2000,25660,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2001,26170,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2002,26390,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2003,26530,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2004,27110,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2005,27530,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2006,28410,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2007,29200,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2008,29280,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2009,27970,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2010,28520,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2011,29030,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2012,28770,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2013,28740,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2014,29180,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2015,29810,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2016,30330,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2017,31140,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2018,31730,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2019,32270,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2020,30510,b,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2021,32470,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2022,33420,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2023,33400,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Union européenne - 27 pays (à partir de 2020),2024,33650,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2000,36230,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2001,37100,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2002,37630,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2003,38300,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2004,39720,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2005,40680,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2006,42150,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2007,44210,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2008,44350,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2009,40570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2010,41660,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2011,42460,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2012,41620,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2013,41020,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2014,40650,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2015,40700,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2016,41640,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2017,42910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2018,43360,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2019,43910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2020,42740,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2021,43800,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2022,44010,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2023,43280,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Finlande,2024,43110,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2000,32030,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2001,32400,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2002,32510,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2003,32600,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2004,33300,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2005,33680,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2006,34360,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2007,35010,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2008,34960,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2009,33800,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2010,34310,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2011,34990,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2012,34880,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2013,34990,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2014,35150,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2015,35370,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2016,35540,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2017,36140,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2018,36570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2019,37160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2020,34280,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2021,36470,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2022,37320,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2023,37760,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,France,2024,38110,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2000,8490,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2001,9100,b,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2002,9620,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2003,10150,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2004,10570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2005,11020,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2006,11570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2007,12160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2008,12400,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2009,11570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2010,11440,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2011,11470,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2012,11270,b,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2013,11340,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2014,11370,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2015,11760,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2016,12320,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2017,12910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2018,13460,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2019,14020,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2020,12980,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2021,14750,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2022,15900,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2023,16490,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Croatie,2024,17060,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2000,8800,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2001,9180,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2002,9640,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2003,10050,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2004,10570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2005,11050,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2006,11500,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2007,11550,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2008,11690,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2009,10920,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2010,11060,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2011,11300,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2012,11220,b,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2013,11490,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2014,12040,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2015,12530,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2016,12880,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2017,13460,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2018,14240,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2019,14980,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2020,14370,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2021,15470,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2022,16160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2023,16050,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Hongrie,2024,16190,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2000,39880,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2001,41350,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2002,43030,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2003,43600,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2004,45760,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2005,47310,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2006,48390,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2007,49450,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2008,46230,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2009,43450,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2010,43990,,
