DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2011,44510,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2012,44150,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2013,44890,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2014,48770,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2015,60210,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2016,60220,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2017,65370,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2018,69390,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2019,71720,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2020,75820,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2021,87160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2022,91760,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2023,87810,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Irlande,2024,88600,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2000,43650,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2001,44720,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2002,44570,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2003,45270,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2004,48290,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2005,50880,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2006,52510,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2007,55670,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2008,55580,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2009,50780,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2010,50250,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2011,51310,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2012,51570,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2013,52880,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2014,53280,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2015,54760,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2016,57320,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2017,57910,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2018,59120,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2019,58770,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2020,54190,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2021,56150,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2022,59700,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2023,61180,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Islande,2024,59330,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2000,31090,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2001,31690,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2002,31720,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2003,31570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2004,31790,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2005,31850,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2006,32290,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2007,32570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2008,31990,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2009,30110,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2010,30440,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2011,30550,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2012,29510,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2013,28920,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2014,28910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2015,29210,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2016,29630,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2017,30160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2018,30470,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2019,30680,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2020,28100,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2021,30760,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2022,32310,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2023,32640,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Italie,2024,32880,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2000,6550,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2001,7030,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2002,7560,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2003,8430,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2004,9080,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2005,9940,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2006,10850,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2007,12190,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2008,12640,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2009,10880,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2010,11160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2011,12140,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2012,12830,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2013,13480,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2014,14100,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2015,14630,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2016,15200,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2017,16090,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2018,17030,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2019,17870,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2020,17890,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2021,19040,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2022,19350,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2023,19220,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lituanie,2024,19690,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2000,89780,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2001,91520,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2002,93460,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2003,94720,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2004,97380,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2005,98260,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2006,102580,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2007,109090,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2008,106870,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2009,101540,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2010,103430,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2011,102110,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2012,101440,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2013,102010,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2014,102240,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2015,102530,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2016,104920,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2017,104020,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2018,103640,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2019,104310,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2020,102190,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2021,107570,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2022,104100,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2023,102250,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Luxembourg,2024,101000,p,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2000,6540,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2001,7050,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2002,7680,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2003,8410,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2004,9240,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2005,10430,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2006,11870,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2007,13220,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2008,12900,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2009,11020,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2010,10840,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2011,11380,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2012,12360,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2013,12750,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2014,13140,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2015,13750,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2016,14230,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2017,14850,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2018,15610,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2019,15820,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2020,15370,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2021,16580,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2022,16890,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2023,16770,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Lettonie,2024,16910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2006,5610,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2007,6000,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2008,6400,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2009,6010,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2010,6160,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2011,6360,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2012,6190,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2013,6390,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2014,6530,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2015,6690,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2016,6910,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2017,7120,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2018,7460,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2019,7780,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2020,6610,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2021,7500,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2022,8100,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2023,8620,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Monténégro,2024,8890,,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2003,3370.00000000,e,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2004,3540.00000000,e,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2005,3720.00000000,e,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2006,3940.00000000,e,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2007,4210.00000000,e,
ESTAT:SDG_08_10(1.0),09/01/26 23:00:00,Annuel,"Volumes chaînés (2020), euros par personne",Produit intérieur brut aux prix du marché,Macédoine du Nord,2008,4470.00000000,e,
